judul-jurnal,nama-jurnal,abstrak-jurnal,kategori
PERBANDINGAN SEGMENTASI PADA CITRA ASLI DAN CITRA KOMPRESI WAVELET UNTUK IDENTIFIKASI TELUR,Jp Teknik Komputer dd 2016," Citra digital
merupakan gambaran yang jelas dari objek yang dapat diolah dengan komputer.
Semakin besar ukuran (pixel) citra akan membutuhkan tempat penyimpanan yang
besar pula. Dasar pengolahan citra yang dilakukan dalam penelitian ini terletak
pada proses segmentasi pengolahan citra. Hal yang perlu dipertimbangkan adalah objek
dari citra telur ayam yang akan diidentifikasi. Proses pengolahan citra
melibatkan beberapa proses mulai dari akuisisi citra, preprocessing dan proses
pengolahan citra sampai hasilnya. Preprocessing dilakukan untuk proses
segmentasi yaitu dengan mengubah citra menjadi citra grayscale, dan kemudian
diubah menjadi citra hitam putih. Dalam setiap proses dilakukan padding haar
untuk mengurangi ukuran (size on disk) dengan matrik haar 8x8. Dan juga
dilakukan proses dilasi dan opening untuk membuat objek terlihat jelas serta
menghaluskan permukaan untuk menghilangkan noise. Pada proses pengolahannya
dilakukan dengan menggunakan segmentasi dan pelabelan dengan didahului dengan
perhitungan centroid dan penentuan bounding box untuk mengidentifikasi telur
ayam. Perbandingan hasil pengolahan citra asli dengan hasil kompresi dari citra
asli menunjukkan bahwa proses segmentasi citra telur ayam memberikan hasil 100%
sama (baik citra asli maupun citra kompresi wavelet). Dengan kompresi akan
menghemat penyimpanan (disk) dan hasil yang sama diperoleh dalam proses
perhitungan objek, luas area, dan penentuan titik centroid.",pengolahan citra
Sistem Diagnosa Penyakit Paru Berdasarkan Foto Rontgen Dengan Pendekatan Fuzzy Learning Vector Quantization,Jp Teknik Informatika dd 2012," Perkembangan
teknologi informasi sangat diperlukan dalam segala bidang, salah satunya dalam
bidang kesehatan. Salah satu penggunaan teknologi informasi dalam bidang
kesehatan adalah pendiagnosaan penyakit paru dengan memanfaatkan hasil foto
rontgen pada sistem yang berbasis komputer.",pengolahan citra
APLIKASI WATEMARKING UNTUK PERLINDUNGAN HAKI PADA CITRA DIGITAL DALAM DOMAIN FREKUENSI MENGGUNAKAN FAST FOURIER TRANSFORM (FFT),Jp Teknik Komputer dd 2006," Watermarking adalah
suatu metode untuk menyebunyikan data pada data digital tanpa diketahui oleh
indera penglihatan atau pendengaran. Dalam paper ini watermarking di
aplikasikan untuk perlindungan HaKI pada citra digital khususnya citra diam
(gambar). Metode watermarking yang digunakan dengan memanfaatkan transformasi
matematis Fast Fourier Transform (FFT) yang berfungsi untuk mentransformasikan
dari domain spasial ke domain frekuensi, karena citra label yang tertanam di
dalam citra host lebih kuat terhadap serangan setelah melaluai transformasi
terlebih dahulu. Ada dua program utama dari aplikasi watermarking yaitu program
proses inserting (penyisipan) yang berfungsi untuk menyisipkan citra label atau
label kepemilikan kedalam citra yang dilindungi dan program proses extracting
(pendeteksian) sebagai pendeteksi label yang tertanam di dalam citra tersebut.
Hasil watermarking yang dicapai dalam paper ini adalah informasi atau label
yang tertanam dalam citra digital, invisible (tidak nampak oleh kasat mata) dan
robust (tahan) terhadap penghapusan secara langsung atau dari beberapa proses
pengolahan citra digital.",pengolahan citra
Sistem Pendeteksi Kesegaran Ikan Bandeng Menggunakan Citra,Jp Teknik Listrik dan Mekatronika dd 2016," Penelitian ini
bertujuan untuk mencari solusi terbaik dalam pemeriksaan kesegaran ikan bandeng
pada usaha kecil menengah. Teknik pemeriksaan kesegaran ikan bandeng selama ini
masih ditentukan dengan cara analisis mikrobiologi dan kimiawi. Teknik ini
dianggap kurang tepat dikarenakan selain membutuhkan banyak tenaga manusia yang
rentan dalam melakukan kesalahan dan kelelahan fisik, juga membutuhkan biaya
yang besar dan waktu yang lama, sehingga mempengaruhi produksi ikan bandeng.
Dalam penelitian ini diusulkan suatu metode pengolahan citra dengan teknik
mencari selisih nilai R, G, B pada citra referensi (latih) dengan citra masukan
(uji) untuk selanjutnya nilai selisih tersebut dihitung dengan persamaan
Euclidian (Length) dan dibandingkan dengan nilai threshold (T). Data referensi
yang digunakan adalah 5 ikan bandeng segar, Sehingga citra referensi yang
dihasilkan pada posisi R = 160, G = 35, B = 35 dan threshold = 55. Dari
pengujian terhadap 10 ikan Bandeng segar menghasilkan nilai deteksi sebesar
100%, dan pengujian terhadap 10 ikan bandeng tidak segar menghasilkan nilai
deteksi sebesar 80%. Dan telah diuji hasil pengamatan nelayan dan alat deteksi kesegaran
ikan Bandeng terhadap 30 sampel ikan segar, maka dihasilkan nilai deteksi ikan
segar sebesar 100% terhadap hasil pengamatan nelayan.",pengolahan citra
Pengenalan Tingkat Kematangan Buah Pepaya Paya Rabo Menggunakan Pengolahan Citra Berdasarkan Warna RGB Dengan  K- Means Clustering,Jp Teknik Listrik dan Mekatronika dd 2013," Proses  identifikasi 
buah-buahan  secara  tradisional 
mengalami  banyak  kendala 
akibat  sifat  manusia 
yang  mempunyai kelemahan  yang 
menyebabkan hasil yang diinginkan tidak efektif. Kemajuan  teknologi komputer telah menyentuh dunia pertanian
dari segi sebelum panen maupun pasca panen. 
Di  sini timbul permasalahan
bagaimana mengenali buah sehingga sesuai dengan kondisi nyata.  Kondisi buah pepaya ditentukan oleh tingkat
kematangan yang dilihat dari sisi warna pepaya. Klasifikasi yang lakukan oleh
petani biasanya mengelompokkan pepaya dalam katagori muda, mengkal, dan masak
penuh. Metode pengolahan  citra mempunyai
kemampuan untuk menganalisa kondisi 
kematangan pepaya  dengan
menggunakan nilai  Red,  Green, 
Blue  (RGB)  sebagai 
acuan.  Penentuan  klasifikasi 
dengan  metode  K-means 
clustering  yang menggunakan
selisih jarak  eucludian  sebagai acuannya.  Untuk hasil 
pada kelompok  pepaya muda  60% 
berhasil  dikenali sebagai  pepaya 
muda,  kelompok  pepaya 
mengkal  90%  berhasil 
dikenali  sebagai  masak 
mengkal  sedangkan  pada kelompok 
pepaya  penuh 100 % dikenali  sebagai 
masak  penuh.  Sehingga dapat disimpulkan metode K-means
Clustering hampir sama dengan proses klasifikasi oleh petani yang sudah
berpengalaman bertahun tahun.",pengolahan citra
Identifikasi Jenis dan Mutu Kopi Menggunakan Pengolahan Citra Digital dengan Metode Jaringan Syaraf Tiruan,Jp Pertanian dd 2017," Kopi merupakan salah
satu komoditas pertanian di sub sektor perkebunan yang memiliki peluang bagi
perekonomian Indonesia. Harga kopi di Indonesia tergantung pada mutu yang ada
padaproduk, oleh karena itu mutu kopi sangat penting untuk diketahui. Salah
satu identifikasi mutukopi yang paling mudah ialah dengan melihat sifat fisik
kopi. Identifikasi jenis kopi secara kasat mata sangat sulit untuk dibedakan
bagi masyarakat pada umumnya sehingga diperlukan sebuahkeahlian khusus. Salah
satu metode untuk identifikasi jenis dan mutu kopi adalah pengolahan citra digital
yang dikombinasikan dengan metode Jaringan Syaraf Tiruan (JST) dan algoritma Learning
Vector Quantization (LVQ). Metode pengolahan citra digital ini tidak
membutuhkan biaya yang tinggi serta waktu yang dibutuhkan untuk
mengidentifikasi juga singkat. Penelitianini bertujuan untuk mengembangkan
sistem yang mampu mengidentifikasi biji kopi sesuai dengan jenis dan mutunya.
Mutu kopi terdiri atas mutu I-VI untuk masing-masing jenis Robusta dan Arabika.
Data citra yang digunakan sebanyak 570 gambar dengan jumlah 30 gambar untukmasing-masing
mutunya. Perbandingan data yang digunakan untuk training dan testing yaitu 70%dan
30%. Hasil penelitian menunjukkan bahwa akurasi sistem terbaik sebesar 73.7%
dengan menggunakan hidden neuron 19, learning rate 0.001, epoch 1000, dan error
goal 0.001. Hasilpengenalan sistem menunjukkan bahwa dari 19 mutu kopi terdapat
12 diantaranya yang teridentifikasi dengan benar 100%.",pengolahan citra
KOMPRESI CITRA DARI FORMAT BMP KE FORMAT PNG,Jp Teknik Komputer dd 2014," Pengolahan Citra
merupakan suatu bidang ilmu yang semakin berkembang dan penting pada era
informasi ini. Citra yang disimpan secara digital membutuhkan kapasitas media
penyimpanan dan bandwidth yang relatif besar. Untuk efisiensi ruang penyimpanan
dan mengurangi beban transmisi, maka dibutuhkan format kompresi citra digital.
Salah satu kompresi citra digital yang bersifat lossless ini adalah Portable
Network Graphic (PNG). Hasil uji coba kompresi ke format PNG menunjukkan bahwa
file citra dapat dikompresi dengan rasio antara 30% - 70%. Hal ini menunjukkan
bahwa format PNG sangat tepat digunakan untuk menyimpan data citra yang
dikompres secara lossless dan mendukung kompresi pada tingkat kedalaman warna
yang tinggi mencapai 48bit)",pengolahan citra
IDENTIFIKASI KEMATANGAN BUAH TOMAT BERDASARKAN WARNA MENGGUNAKAN METODE JARINGAN SYARAF TIRUAN (JST),Jp Teknik Informatika dd 2016," Proses pemilihan
produk hasil pertanian dan perkebunan umumnya sangat bergantung pada presepsi manusia
terhadap komposisi warna yang dimiliki citra yaitu buah­buahan. Cara manual
dilakukan berdasarkan pengamatan visual secara langsung pada buah yang akan
diklasifikasi. Identifikasi dengan cara ini memiliki beberapa kelemahan
diantaranya adalah waktu yang dibutuhkan relatif lama serta menghasilkan produk
yang beragam karena adanya keterbatasan visual manusia, tingkat kelelahan dan
perbedaan persepsi tentang mutu buah. Perkembangan ilmu pengetahuan dan
teknologi pengolahan citra digital memungkinkan untuk memilah produk pertanian
dan perkebunan tersebut secara otomatis dengan bantuan aplikasi pengolahan
citra. Identifikasi kematangan buah tomat ini menerapkan metode pembelajaran
Perceptron. Pendukung identifikasi menggunakan bantuan media webcam sebagai
pengambilan gambar tomat yang dibuat histogram warnanya kemudian diidentifikasi
menggunakan jaringan syaraf tiruan agar komputer dapat memperoleh informasi
citra dan dapat mengetahui jenis kematangan buah tersebut. Tingkat keberhasilan
identifikasi kematangan buah tomat yang didapatkan menggunakan metode
pembelajaran perceptron dengan tingkat keberhasilan 43,33%. Dari hasil identifikasi
yang diperoleh menghasilkan 3 output yaitu Mentah 10%, Setengah Matang 6,66%,
dan Matang 26,66%.",pengolahan citra
RESTORASI CITRA BLUR DENGAN ALGORITMA JARINGAN SARAF TIRUAN HOPFIELD,Jp Teknik Informatika dd 2011," Kebutuhan  terhadap 
citra  digital  dalam 
masyarakat  kita  dewasa 
ini  semakin meningkat dan
merambah di berbagai bidang kehidupan seperti dalam pendidikan, bisnis, fotografi,  bahkan 
kriminologi.  Pengolahan  citra 
digital  merupakan  teknologi 
yang  dapat digunakan  dalam 
memanipulasi  citra  untuk 
mengatasi  ketrbatasan  alat 
akuisisi citra  atau untuk  meningkatkan 
kualitas  citra  tersebut. 
Penelitian  ini  mencoba 
untuk  melakukan restorasi  terhadap 
citra  kabur.  Citra 
digital  akan  didegradasi 
dengan  menggunakan Gaussian  blur 
,  kemudian  direstorasi 
menggunakan  jaringan  Hopfield 
yang  merupakan salah  satu 
cabang  dari  jaringan 
saraf  tiruan.  Tujuan 
akhir  dari  proses 
restorasi  adalah memperbaiki  citra 
yang  diberikan.  Teknik 
restorasi  secara  umum 
berorientasi  ke  arah pemodelan  degradasi 
dan  penerapan  proses 
kebalikannya  (invers)  untuk 
kembali mendapatkan citra asli.",pengolahan citra
Implementasi Metode Waterfall pada Proses Digitalisasi Citra Analog,Jp Teknik Listrik dan Mekatronika dd 2017," Bidang pengolahan
citra digital mulai berkembang pesat sejak ditemukannya foto digital. Kemajuan
ini tidak terlepas dengan semakin canggihnya teknologi digital yang menunjang
pengolahan citra digital pada gambar diam. Saat ini masih ada masyarakat yang menyimpan
dokumentasi berupa klise foto yang direkam atau dipotret pada saat dahulu.
Studio foto yang bisa mengubah klise foto menjadi foto digital sudah jarang
ditemui pada masa sekarang, sehingga penelitian ini dilakukan untuk melakukan
pengolahan gambar pada klise foto untuk menjadi gambar digital true color.
Kemampuan alat bantu komputer dalam menyelesaikan masalah sangat berperan untuk
mengubah citra pada klise foto menjadi foto digital. Penelitian ini menerapkan
metode citra negatif. Hasil penelitian ini menunjukan bahwa dengan metode citra
negatif dapat menjadikan citra klise foto menjadi foto digital.",pengolahan citra
SISTEM IDENTIFIKASI BATIK ALAMI DAN BATIK SINTETIS BERDASARKAN KARAKTERISTIK WARNA CITRA DENGAN METODE K-MEANS CLUSTERING,Jp Teknik Informatika dd 2017," Batik adalah kain
khas Indonesia yang memiliki berbagai motif dan warna. Pewarnaan batik dibagi menjadi
2 yaitu batik alami dan batik sintetis. Proses pemilihan batik alami dan
sintetis umumnya sangat bergantung pada persepsi manusia terhadap komposisi
warna. Produsen batik melakukan pengamatan visual secara langsung untuk
membedakan warnanya. Kelemahan dari cara ini yaitu keterbatasan visual manusia
dan tingkat kelelahan sehingga warna satu dan lainnya dapat tertukar.",pengolahan citra
SISTEM PENDETEKSI PORNOGRAFI PADA CITRA DIGITAL BERDASARKAN FITUR WARNA DAN BENTUK DENGAN SUPPORT VECTOR MACHINE (SVM),Jp Teknik Komputer dd 2014," Informasi-informasi
yang tersebar luas di internet bukan saja informasi-informasi yang membangun,
ada juga yang merusak seperti pornografi. Materi pornografi berupa citra
digital banyak tersebar di internet, karena itu dalam penelitian ini
dikembangkan suatu sistem yang dapat mengenali sebuah citra digital apakah
merupakan citra pornografis atau non-pornografis. Sistem yang dibangun menerima
masukan citra digital berformat bmp atau jpg, selanjutnya dilakukan proses
pengolahan citraberupa: deteksi warna kulit, penapisan luas (batas ambang luas
= 0,03 % dari total piksel), pembuatan kotak penyangga objek, dan ekstraksi
fitur. Fitur-fitur yang didapatkan dari hasil pengolahan citra yaitu: jumlah daerah
kulit yang terbentuk, rasio luas daerah kulit terbesar terhadap total area
kulit, rasio kulit terhadap citra, faktor bentuk (shape factor), kekompakan
(compactness), dan 7 momen invarian. Fitur-fitur ini menjadi masukkan bagi
support vector machine untuk melakukan pelatihan maupun klasifikasi. Hasil pengujian
sistem dimana citra yang diuji sama dengan citra latih, performansi rata-rata
sistem adalah: akurasi 92,99 %, spesifisitas 100 %, sensitifitas 88,65 %, dan
presisi 100 %, sedangkan untuk pengujian dimana citra yang diuji tidak sama
dengan citra latih, performansi rata-rata sistem adalah: 69,21 %, spesifisitas
79,82 %, sensitifitas 58,6 %, dan presisi 74,3 %.",pengolahan citra
Manipulasi Handycam sebagai Kamera Citra Termal untuk Deteksi Dini Kanker Payudara dengan Metode Images Processing menggunakan Matlab,Jp Fisika dd 2016," Dalam mendeteksi
gejala awal dari kanker payudara, salah satu hal penting yang harus diwaspadai
adalah perubahan temperatur payudara. Naiknya temperatur payudara ternyata
merupakan indikasi gejala ketidaknormalan jaringan payudara. Prinsip dari
project ini adalah merubah citra infra merah yang berupa grayscale (citra
abu-abu) menjadi citra termal (temperatur) yang berupa polikromatik
(warna-warni), dengan cara memecah citra grayscale menjadi matriks kode per
pixel lalu menggabungkannya kembali dan ditampilkan dalam skala warna. Handycam
pada mode night vision yang diberi interferensi infrared eksternal dapat
melakukan penetrasi ke kulit lebih baik dan dapat menjadikan citra infra merah
menjadi lebih jelas. Program PERKARA mampu mengubah gambar hitam-putih dari
handycam menjadi citra termal dengan cara memecah struktur matriks RGB menjadi
grayscale. Setelah itu matriks disusun ulang pada matriks baru dengan tipe data
double sehingga dapat diproses menjadi grafik kontur warna yang dapat
membedakan distribusi temperatur tubuh pada citra yang diolah. Pengolahan grafik
tersebut dengan cara membedakan tingkat keabu-abuan citra tersebut sehingga
didapatkan warna yang berbeda-beda. Pada Program Perkara terdapat pula fitur
pengaturan skala kontras pada citra yang diolah sehingga kedetilan warna dapat
diatur sesuai keinginan. Selain itu juga ada fitur pengaturan skala kontras
invers yang berguna untuk membalik skala warna sehingga warna dapat berubah
menjadi sebaliknya.",pengolahan citra
PENGARUH BRAND IMAGE TERHADAP KEPUTUSAN PEMBELIAN (SURVEI PADA KONSUMEN KFC KAWI MALANG),Jp Administrasi Negara dd 2013," Penelitian ini
bertujuan untuk mengetahui pengaruh Brand Image baik secara bersama-sama maupun
parsial serta untuk mengetahui variabel yang berpengaruh dominan terhadap
Keputusan Pembelian pada konsumen KFC Kawi Malang. Variabel independen yang
digunakan dalam penelitian ini adalah Citra Perusahaan (X1), Citra Pemakai (X2)
dan Citra Produk (X3). Sedangkan variabel dependen adalah Keputusan Pembelian
(Y).",pengolahan citra
APLIKASI PENGOLAHAN CITRA DIGITAL DAN JARINGAN SYARAF TIRUAN UNTUK MEMPREDIKSI KADAR BAHAN ORGANIK DALAM TANAH,Jp Pertanian dd 2011," Tujuan penelitian
adalah menentukan kadar bahan organik dalam tanah menggunakan pengolahan citra
digital dan jaringan syaraf tiruan. Citra tanah diambil menggunakan sebuah
camera digital dan diolah menggunakan algoritma pengolahan citra. Parameter
citra yang digunakan adalah : red, green, blue, saturasi, intensitas, rerata, entropi,
energi, kontras, dan homogenitas diambil dari 60 contoh tanah dengan kadar
bahan organik yang berbeda. Parameter citra tersebut digunakan sebagai data
masukan dalam analisis ANN., sebagai lapisan keluaran dari ANN adalah kadar
bahan organik dalam tanah. Berdasarkan hasil penelitian dan analisis pengolahan
citra dan ANN dapat digunakan untuk emprediksi kadar bahan organik dalam tanah
dengan akurasi tinggi dengan kooefisien determinasi 90,75% dan MSE 0,002761.",pengolahan citra
