judul,abstrak,kategori
Penerapan Sistem Keamanan Jaringan Menggunakan VPN Dengan Metode PPTP Pada PT. Asri Pancawarna,"Sistem Keamanan Jaringan semakin berkembang seiring dengan perkembangan Ilmu Pengetahuan dan Teknologi. Perusahaan - perusahaan sudah melakukan komputerisasi di setiap bagian perusahaan untuk menunjang proses operasional perusahaan. Semakin berkembang sebuah perusahaan membuat perusahaan terssebut membuka cabang baru untuk meningkatkan kualitas dan kuantitas produksi serta memperbesar keuntungan perusahaan itu sendiri. Dengan adanya komputerisasi di perusahaan – perusahaaan besar membuat perlu adanya Sistem Keamanan Jaringan yang baik, agar pertukaran data dari kantor pusat ke kantor cabang dapat dilakukan secara aman dan terkendali. Berbagai software sudah bisa mengatasi permasalahaan tersebut, akan tetapi dari segi keamanan data itu sendiri yang masih sangat dikhawatirkan kebocoran datanya, oleh karena itu dengan menggunakan teknologi VPN (Virtual Private Network) dengan metode PPTP (Point To Point Tunneling Protocol) sangat cocok digunakan untuk mengamankan pertukaran data perusahaan, karena proses kerja VPN yaitu dengan membuat jaringan sendiri yang sifatnya rahasia dengan menggunakan IP Publik, membuat keamanan data lebih terjaga kerahasiaannya dan mencegah kebocoran data oleh pihak-pihak yang tidak bertanggung jawab.",jaringan
ANALISIS KEAMANAN JARINGAN WIRELESS MENGGUNAKAN METODE PENETRATION TESTING PADA KANTOR PT. MORA TELEMATIKA INDONESIA REGIONAL PALEMBANG,"Teknologi informasi dan komunikasi merupakan hal yang sulit terpisahkan dari kehidupan manusia di era sekarang ini. Salah satu contoh teknologi informasi dan komunikasi tersebut adalah Wireless Local Area Network (WLAN) atau disebut juga teknologi jaringan lokal nirkabel. Penelitian ini menggunakan metode Penetration Testing, yang bertujuan melakukan analisis terhadap sistem keamanan teknologi WLAN yang sudah diterapkan di PT. Mora Telamatika Indonesia. Uji penetrasi adalah serangkaian kegiatan yang dilakukan untuk mengidentifikasi dan mengeksploitasi kerentanan keamanan. Dalam menganalisa keamanan jaringan WLAN dilakukan dengan metode Penetration Testing dimana bentuk serangan terhadap jaringan disimulasikan, salah satu sistem operasi yang memiliki spesifikasi yang tepat dalam hal tersebut adalah Kali Linux. Jaringan wireless merupakan jaringan yang banyak digunakan pada institusi maupun tempat umum. Walaupun memiliki sitem keamanan, jaringan wireless masih dapat di diserang oleh para attacker.",jaringan
"Analisis Sistem Pengelolaan, Pemeliharaan dan Keamanan Jaringan Internet Pada IT Telkom Purwokerto","Dalam membangun sebuah jaringan komputer dibutuhkan ketepatan dalam memilih skema jaringan sehingga dapat digunakan secara efektif dan efisien. Seperti pemilihan topologi jaringan, jenis jaringan dan perangkat jaringan yang akan dipakai. Sistem keamanan juga bagian penting dari sebuah jaringan komputer yang memiliki akses inernet agar jaringan lokal yang ada tetap aman dari ancaman bahaya dari luar. Disini penulis melakukan riset di IT Telkom Purwokerto dengan hasil yaitu, topologi yang digunakan adalah star dan tipe jaringan client-server.Server yang digunakan adalah linux debian. Sistem keamanan yang ada di IT Telkom purwokerto saat dianalisis adalah menggunakan sistem server autentifikasi dan menggunakan Virtual Private Network (VPN). Permasalahan server autentifikasi ketika tidak ada daya listrik, disini penulis mengusulkan pengadaan Uninterruptible Power Supply (UPS) agar listrik lebih stabil. Sedangkan untuk sistem keamanan sendiri lebih efektif jika ditambahkan suatu firewall yaitu demiliterized zone (DMZ) agar ada tembok pemisah antara jaringan publik dan jaringan lokal sehingga sistem keamanan akan lebih effektif.",jaringan
ANALISA KEAMANAN JARINGAN WLAN DENGAN METODE PENETRATION TESTING (STUDI KASUS : LABORATORIUM SISTEM INFORMASI DAN PROGRAMMING TEKNIK INFORMATIKA UHO),"Teknologi informasi dan komunikasi merupakan hal yang sulit terpisahkan dari kehidupan manusia di era sekarang ini. Salah satu contoh teknologi informasi dan komunikasi tersebut adalah Wireless Local Area Network (WLAN) atau disebut juga teknologi jaringan lokal nirkabel. Penelitian ini menggunakan metode Penetration Testing, yang bertujuan melakukan analisis terhadap sistem keamanan teknologi WLAN yang sudah diterapkan di Fakultas Teknik Universitas Halu Oleo. Dalam menganalisa keamanan jaringan WLAN dilakukan dengan metode Penetration Testing dimana bentuk serangan terhadap jaringan disimulasikan, salah satu sistem operasi yang memiliki spesifikasi yang tepat dalam hal tersebut adalah Kali Linux. Hasil penelitian ini menunjukkan keamanan jaringan yang dimiliki oleh jaringan WLAN Laboratorium Sistem Informasi dan Programming Teknik Informatika Universitas Halu Oleo masih memiliki banyak celah untuk dieksploitasi dimana hasil penelitian yang dilakukan bahwa dari empat jenis serangan, hanya satu yang berstatus gagal yaitu pada jenis serangan Cracking the Encryption. Selain itu pada pengujian Attacking The Infrastructure dan Man In The Middle, jaringan WLAN belum memberi keamanan kepada user yang terkoneksi agar tidak mendapatkan gangguan pada saat mengakses layanan internet.",jaringan
Metode Penetration Testing pada Keamanan Jaringan Wireless Wardriving PT. Puma Makmur Aneka Engineering Bekasi,"Jaringan Wireless selama ini digunakan sebagai penyedia internet yang sangat baik. Dengan memanfaatkan jaringan Wireless, pengguna dapat menikmati internet tanpa harus tersambung pada sebuah kabel. PT. Puma Makmur Aneka Engineering sudah menggunakan Wireless sebagai penyedia internet yang dapat digunakan oleh pegawai. Jaringan Wireless yang baik haruslah memiliki keamanan yang baik agar terhindar dari ancaman kejahatan. Wardriving adalah suatu kegiatan diamana seseorang maupun sekelompok orang yang dibekali alat dan keahlian untuk mengakses sebuah jaringan Wireless secara gratis atau tanpa melakukan login. Wardriving merupakan ancaman bagi PT. Puma Makmur Aneka Engineering karena data penting yang diolah menggunakan jaringan Wireless tidak terjamin keamanannya. Untuk mengetahui seberapa kuat keamanan jaringan Wireless pada PT. Puma Makmur Aneka Engineering, maka diperlukan analisis. Dari hasil analisis yang telah dilakukan, didapatlah kesimpulan bahwa jaringan wireless pada PT. Puma Makmur Aneka Engineering tidak aman karena masih ada titik hotspot yang dapat dilakukan crack.",jaringan
ANALISIS DAN DESAIN KEAMANAN JARINGAN KOMPUTER DENGAN METODE NETWORK DEVELOPMENT LIFE CYCLE (STUDI KASUS: UNIVERSITAS TELKOM),"Keamanan jaringan komputer merupakan hal yang tidak terpisahkan dalam jaringan komputer. Keamanan jaringan komputer yang tidak dirancang dengan baik dapat menyebabkan kebocoran data, pelanggaran privasi, hingga kerugian finansial. Oleh karena itu, dibutuhkan rancangan keamanan jaringan komputer yang dapat memenuhi kebutuhan dari pengguna layanan jaringan komputer. Penelitian ini bertujuan untuk mendesain keamanan jaringan komputer dengan obyek penelitian adalah Universitas Telkom dengan menggunakan NDLC. Hasil desain keamanan jaringan komputer menjadi usulan untuk pengembangan keamanan jaringan komputer pada universitas tersebut. Hasil dan desain kemanan jaringan komputer di Universitas Telkom diperlukan adanya IDPS untuk mendeteksi adanya serangan karena pada kondisi existing tidak dapat terdeteksi.",jaringan
Perancangan dan Implementasi Sistem Keamanan Jaringan Komputer Menggunakan Metode Port Knocking Pada Sistem Operasi Linux,"Keamanan suatu server merupakan salah satu hal yang penting bagi seorang administrator. Tentunya seorang administrator adalah orang yang berhak untuk mengakses server. Apabila ada actacker yang mengambil alih posisi administrator, maka sistem dikatakan tidak aman. Pada penelitian ini difokuskan pada sistem keamanan pada server dari serangan attacker yang ingin merubah dan merusak suatu server. Studi kasus pada penelitian ini adalah ssh server yang berjalan di port 22. Hal ini dikarenakan layanan ssh yang paling banyak diincar oleh attacker. Metode keamanan yang digunakan dalam penelitian ini adalah port knocking. Dengan menggunakan metode port knocking seorang administrator dapat meningkatkan keamanan suatu server dari berbagai seranagn yang ditujukan utuk layanan server. Cara kerja dari metode ini adalah server akan menerima percobaa koneksi dari client menuju port yang sudah ditentukan setelah itu firewall akan mendeteksi percobaan tersebut dan mengizinkan client untukmengakses server. Setelah client selesai mengakses serverfirewall akan menutup kembali akses ke server sehingga server tidak bisa di akses kembali. Dalam penelitian ini server berhasil melindungi layanan yang ada dengan megintegrasikan aturan firewall dengan program port knocking yang digunakan. Selain itu tanpa mengirimkan ketukan yang tepat, client tidak dapat menggunakan layanan pada server.",jaringan
ANALISIS DAN EVALUASI TINGKAT KEAMANAN JARINGAN KOMPUTER NIRKABEL (WIRELESS LAN); STUDI KASUS DI KAMPUS STMIK MATARAM,"Perkembangan teknologi informasi saat ini telah berkembang dengan sangat pesat, terutama dalam hal penggunaan jaringan komputer nirkabel. Penggunaan teknologi internet semakin banyak dan tidak terkontrol, hal ini disebabkan karena banyaknya pengguna internet di dunia, dan hampir semua lapisan masyarakat mengetahui tentang adanya internet dan cara mengaksesnya. Fenomena saat ini, banyak instansi-instansi pemerintah maupun swasta yang telah memanfaatkan teknologi nirkabel untuk mengkoneksikan perangkatnya, sehingga dapat menyelesaikan tugas-tugasnya dengan cepat. Namun hal ini membuat seorang administrator jaringan komputer untuk berfikir dan bekerja keras dalam membangun sebuah koneksi yang bersifat secure dan private. Seiring dengan perkembangan teknologi tersebut dibutuhkan kemampuan untuk dapat memecahkan persoalan-persoalan yang semakin kompleks dan rumit seperti persoalan terkait dengan keamanan jaringan komputer khusunya jaringan yang berbasis jaringan nirkabel. Untuk memelihara dan menjaga stabilitas jaringan agar tetap memadai dibutuhkan evaluasi dan analisis penilaian secara berkala. Penelitian ini menghasilkan sebuah model sebagai hasil dari penilaian yang dapat digunakan sebagai referensi untuk mengembangkan dan meningkatkan keamanan akses jaringan komputer nirkabel pada jaringan kampus STMIK Mataram.",jaringan
Analisa Keamanan Jaringan Wireless Di Universitas Sam Ratulangi,"Masyarakat telah menikmati perkembangan teknologi khususnya di bidang informasi salah satunya yang telah berkembang saat ini adalah internet. Dalam penggunaannya, jaringan yang dipakai oleh masyarakat adalah kabel LAN maupun Wireless LANÂ  (Tanpa Kabel) serangan dari pihak yang tidak bertanggung jawab yaitu hacker yang bisa mengeksploitasi data penting dari pengguna, menyadap data seperti password dan mengubah data penggunanya. Wireshark adalah tools yang digunakan untuk menganalisa protokol jaringan dan mengaudit keamanan jaringan. Serta Acunetix Web Vulnerability Scanner yang digunakan untuk mencari celah keamanan suatu web. Suatu Jaringan pun bisa down akibat serangan dari DDOS (Disc Denial Of Service) Universitas Sam Ratulangi atau yang dikenal dengan singakatan Unsrat, beralamat Jalan Bahu, Kota Manado, Provinsi Sulawesi Utara. Merupakan lembaga pendidikan tingkat perguruan tinggi dan merupakan Salah Satu Universitas Negeri terbaik Di Sulawesi Utara.Â  Universitas Sam Ratulangi saat ini telah menyediakan fasilitas jaringan komputer kabel maupun nirkabel atau lebih sering dikenal wireless sebagai sarana untuk pertukaran data, pencarian informasi seperti materi mata kuliah, chatting, Pengisian Kartu Rencana Studi (KRS), penelitian ini adalah untuk menganalisis keamanan jaringan yang berada di Universitas Sam Ratulangi, terhadap ancaman serangan pihak luar yang dapat dilakukan.",jaringan
ANALISIS DAN OPTIMALISASI KEAMANAN JARINGAN MENGGUNAKAN PROTOKOL IPSEC,"Keamanan lalu lintas data pada jaringan komputer sangatlah penting, terutama jika data bersifat rahasia. Namun keamanan data masih menjadi sesuatu hal yang dirasa kurang panting dan tidak mendapat perhatian dari pengguna komputer. Ini dikarenakan pengamanan data masih dirasakan sulit untuk diterapkan oleh penguna komputer baik pribadi ataupun diperusahaan. Pengamanan data mulai dianggap penting untuk diterapkan ketika telah terjadi penyerangan atau pencurian data. Ini tentunya Sudah terlambat Karena seharusnya kita sebagai pengguna berfikir cara pencegahan bukan mencegah setelah terjadi. Karena hal tersebut akan sangat merugikan. Banyak cara dalam pengamanan data pada sebuah jaringan komputer, misalnya enkripsi, digital signature, firewall dan masih banyak lagi. Beberapa solusi dapat diterapkan untuk meningkatkan keamanan dengan melihat kebutuhan yang sesuai dengan keadaan jaringan yang ada, itu disebabkan karena disamping keamanan yang kita prioritaskan ada faktor-faktor lain seperti Performa, spesifikasi Jaringan, spesifikasi perangkat dan biaya yang Perlu diperhatikan. IPSec merupakan salah satu solusi untuk meningkatkan keamanan data pada jaringan komputer yang mendukung banyak metode otentikasi dan enkripsi. IPSec bekerja dengan melakukan enkripsi pada paket data secara otomatis sebelum dikirimkan. Dengan demikian walaupun data berhasil disadap oleh pihak ketiga maka data tidak akan berguna karena data telah terenkripsi. IPSec pun memeriksa integritas data dan keaslian sumber pengirim. Dan yang lebih penting adalah kemudahan dalam implementasi dengan tidak memerlukan prasyarat sistem yang tinggi dan mahal. Sehingga penguna komputer bisa berfikir kembali untuk segera melakukan pengamanan data.",jaringan
"ANALISIS SISTEM KEAMANAN JARINGAN WIRELESS (WEP, WPAPSK/WPA2PSK) MAC ADDRESS, MENGGUNAKAN METODE PENETRATION TESTING","Jaringan wireless merupakan jaringan yang banyak digunakan pada institusi maupun tempat umum. Jaringan wireless memiliki sistem keamanan seperti WEP, WPAPSK/WPA2PSK, dan MAC Address filtering. Walaupun memiliki sitem keamanan jaringan wireless masih dapat di diserang oleh para attacker dengan menggunakan jenis serangan Cracking the Encryption dan bypassing WLAN Authentication. Untuk itu dilakukan analisis terhadap sistem keamanan jaringan wireless dengan metode penetration testing yaitu metode dengan melakukan pengujian sistem keamanan dengan mensimulasikan bentuk-bentuk serangan terhadap keamanan jaringan. Dari hasil pengujian yang dilakukan bahwa sistem keamanan WEP dengan jenis serangan cracking the encryption dan sistem mac address filtering dengan jenis serangan bypassing WLAN authentication berhasil dilakukan. Sedangkan sistem keamanan WPAPSK/WPA2/PSK dengan jenis serangan cracking the encryption berstatus berhasil pada pengujian 2 dengan menggunakan huruf sebagai Pre-Shared-Key (PSK) dan berstatus gagal pada pengujian 1 dan 3 dengan menggunakan kombinasi (‘huruf dan angka’, ‘huruf, simbol dan angka’) Berdasarkan hasil pengujian dan analisis maka disimpulkan sistem keamanan yang tepat untuk diterapkan pada jaringan wireless yaitu sistem keamanan WPAPSK/WPA2PSK.",jaringan
KEAMANAN JARINGAN NIRKABEL MENGGUNAKAN WIRELESS INTRUSION DETECTION SYSTEM,"Sistem keamanan jaringan menjadi sangat penting dalam memelihara jaringan, serangan yang dapat mengganggu dan bahkan merusak sistem koneksi antar perangkat yang terhubung akan sangat berbahaya. Untuk mendapatkan keamanan dalam jaringan kadang-kadang kita harus merasakan ketidaknyamanan dalam penggunaannya, ini sering menjadi pertimbangan dalam penerapan sistem keamanan jaringan di Kantor Kejaksaan Belitung Timur. WIDS (Wireless Intrusion Detection System) mampu mendeteksi serangan DOS (Denial of Service), Ping Of Deat. Mengimplementasikan pada sistem operasi Linux menggunakan Snort, ACID BASE, Barnyard, pada mesin sensor IDS dan Iptables sebagai penanganan serangan dapat menjadi solusi keamanan jaringan nirkabel dari serangan yang mengancam. Metode penelitian yang saya gunakan adalah metode Siklus Hidup Pengembangan Kebijakan Keamanan (SPDLC). Hasil penelitian ini menyimpulkan bahwa IDS yang diterapkan dapat mendeteksi penyusup atau penyususp pada mesin sensor IDS yang ditampilkan pada BASE (Basec Analysis and Security Engine). Penerapan sistem keamanan jaringan terintegrasi IDS (Intrusion Detection System) berbasis open source.",jaringan
